phenomenonTime,temperature_C,relative_humidity_pct,precipitation_mm,quality_flag
2026-05-02T06:40:00Z,15.01,69.5,0.022,raw
2026-05-02T06:50:00Z,15.8,67.4,0.0,suspect
2026-05-02T07:00:00Z,15.17,61.6,0.0,raw
2026-05-02T07:10:00Z,16.45,61.6,0.016,raw
2026-05-02T07:20:00Z,16.73,62.8,0.002,raw
2026-05-02T07:30:00Z,15.2,61.2,0.051,raw
2026-05-02T07:40:00Z,17.16,59.4,0.0,raw
2026-05-02T07:50:00Z,17.05,62.4,0.0,raw
2026-05-02T08:00:00Z,16.62,60.6,0.0,raw
2026-05-02T08:10:00Z,16.68,65.7,0.032,raw
2026-05-02T08:20:00Z,18.17,60.5,0.0,raw
2026-05-02T08:30:00Z,19.18,60.2,0.0,raw
2026-05-02T08:40:00Z,18.58,58.4,0.056,raw
2026-05-02T08:50:00Z,19.11,64.1,0.046,raw
2026-05-02T09:00:00Z,18.8,59.6,0.0,raw
2026-05-02T09:10:00Z,18.59,58.4,0.0,raw
2026-05-02T09:20:00Z,19.41,57.1,0.071,raw
2026-05-02T09:30:00Z,19.74,56.7,0.005,raw
2026-05-02T09:40:00Z,19.44,56.0,0.067,raw
2026-05-02T09:50:00Z,19.73,52.8,0.021,raw
2026-05-02T10:00:00Z,20.76,57.8,0.006,raw
2026-05-02T10:10:00Z,20.43,56.9,0.0,raw
2026-05-02T10:20:00Z,20.45,59.4,0.068,raw
2026-05-02T10:30:00Z,20.04,57.2,0.0,raw
2026-05-02T10:40:00Z,20.56,55.4,0.054,raw
2026-05-02T10:50:00Z,20.65,57.3,0.0,raw
2026-05-02T11:00:00Z,21.81,58.1,0.0,raw
2026-05-02T11:10:00Z,19.95,56.6,0.014,raw
2026-05-02T11:20:00Z,20.81,55.5,0.0,raw
2026-05-02T11:30:00Z,22.39,54.7,0.037,raw
2026-05-02T11:40:00Z,20.56,56.2,0.0,raw
2026-05-02T11:50:00Z,21.26,57.6,0.007,raw
2026-05-02T12:00:00Z,20.95,57.6,0.0,raw
2026-05-02T12:10:00Z,19.71,55.9,0.015,raw
2026-05-02T12:20:00Z,22.13,58.0,0.0,raw
2026-05-02T12:30:00Z,21.11,58.6,0.014,raw
2026-05-02T12:40:00Z,21.3,59.8,0.013,raw
2026-05-02T12:50:00Z,20.33,61.0,0.029,raw
2026-05-02T13:00:00Z,20.84,58.9,0.015,suspect
2026-05-02T13:10:00Z,20.22,57.8,0.0,raw
2026-05-02T13:20:00Z,20.1,58.8,0.0,raw
2026-05-02T13:30:00Z,21.39,58.6,0.0,raw
2026-05-02T13:40:00Z,19.87,59.2,0.067,raw
2026-05-02T13:50:00Z,20.86,62.1,0.034,raw
2026-05-02T14:00:00Z,19.52,55.3,0.0,raw
2026-05-02T14:10:00Z,19.87,58.2,0.035,raw
2026-05-02T14:20:00Z,19.62,63.3,0.0,raw
2026-05-02T14:30:00Z,18.73,63.0,0.03,raw
2026-05-02T14:40:00Z,18.85,60.3,0.014,raw
2026-05-02T14:50:00Z,18.47,64.9,0.0,raw
2026-05-02T15:00:00Z,18.2,66.2,0.023,raw
2026-05-02T15:10:00Z,18.36,67.5,0.0,raw
2026-05-02T15:20:00Z,19.18,68.2,0.0,raw
2026-05-02T15:30:00Z,17.12,64.9,0.0,raw
2026-05-02T15:40:00Z,18.49,70.7,0.04,raw
2026-05-02T15:50:00Z,17.97,70.3,0.057,raw
2026-05-02T16:00:00Z,17.72,69.7,0.0,raw
2026-05-02T16:10:00Z,17.52,70.7,0.025,raw
2026-05-02T16:20:00Z,16.23,70.2,0.023,raw
2026-05-02T16:30:00Z,16.76,70.6,0.021,raw
2026-05-02T16:40:00Z,16.12,73.7,0.052,raw
2026-05-02T16:50:00Z,16.57,74.4,0.006,raw
2026-05-02T17:00:00Z,14.68,71.9,0.0,raw
2026-05-02T17:10:00Z,15.88,75.7,0.0,raw
2026-05-02T17:20:00Z,15.11,75.1,0.0,raw
2026-05-02T17:30:00Z,14.24,77.9,0.0,raw
2026-05-02T17:40:00Z,14.01,75.2,0.0,raw
2026-05-02T17:50:00Z,14.14,76.2,0.02,raw
2026-05-02T18:00:00Z,14.72,77.8,0.0,raw
2026-05-02T18:10:00Z,14.8,80.6,0.031,raw
2026-05-02T18:20:00Z,12.94,80.1,0.035,raw
2026-05-02T18:30:00Z,11.98,76.2,0.0,raw
2026-05-02T18:40:00Z,13.49,82.6,0.041,raw
2026-05-02T18:50:00Z,12.57,81.1,0.031,raw
2026-05-02T19:00:00Z,11.96,87.5,0.0,raw
2026-05-02T19:10:00Z,11.45,81.8,0.0,suspect
2026-05-02T19:20:00Z,11.11,81.7,0.029,raw
2026-05-02T19:30:00Z,11.85,83.7,0.0,raw
2026-05-02T19:40:00Z,10.25,86.1,0.023,raw
2026-05-02T19:50:00Z,9.26,85.2,0.029,raw
2026-05-02T20:00:00Z,10.0,89.4,0.021,raw
2026-05-02T20:10:00Z,10.5,84.5,0.0,raw
2026-05-02T20:20:00Z,10.17,88.5,0.0,raw
2026-05-02T20:30:00Z,9.46,86.4,0.066,raw
2026-05-02T20:40:00Z,9.83,88.3,0.002,raw
2026-05-02T20:50:00Z,9.13,89.2,0.008,raw
2026-05-02T21:00:00Z,8.09,88.8,0.0,raw
2026-05-02T21:10:00Z,8.58,85.7,0.0,raw
2026-05-02T21:20:00Z,8.19,91.7,0.007,raw
2026-05-02T21:30:00Z,8.07,94.1,0.0,raw
2026-05-02T21:40:00Z,8.91,90.7,0.026,raw
2026-05-02T21:50:00Z,8.19,91.9,0.0,raw
2026-05-02T22:00:00Z,8.39,95.5,0.0,raw
2026-05-02T22:10:00Z,7.02,90.8,0.0,raw
2026-05-02T22:20:00Z,7.3,92.2,0.0,raw
2026-05-02T22:30:00Z,7.75,90.7,0.0,raw
2026-05-02T22:40:00Z,8.7,89.3,0.044,raw
2026-05-02T22:50:00Z,8.26,95.3,0.039,raw
2026-05-02T23:00:00Z,7.38,93.3,0.0,raw
2026-05-02T23:10:00Z,5.67,90.6,0.004,raw
2026-05-02T23:20:00Z,7.41,91.0,0.042,raw
2026-05-02T23:30:00Z,7.06,89.0,0.0,raw
2026-05-02T23:40:00Z,5.83,96.1,0.021,raw
2026-05-02T23:50:00Z,8.01,89.5,0.0,raw
