@iot.id,@iot.selfLink,FeatureOfInterest@iot.navigationLink,Datastream@iot.navigationLink,phenomenonTime,resultTime,result,resultQuality,validTime,parameters,Commit@iot.navigationLink,ylabel
402101,https://istsos.org/v4/v1.1/Observations(402101),https://istsos.org/v4/v1.1/Observations(402101)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402101)/Datastream,2023-01-01T00:50:00Z,2023-01-01T00:50:00Z,1.91,100,,,https://istsos.org/v4/v1.1/Observations(402101)/Commit(302),°C
402102,https://istsos.org/v4/v1.1/Observations(402102),https://istsos.org/v4/v1.1/Observations(402102)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402102)/Datastream,2023-01-01T01:00:00Z,2023-01-01T01:00:00Z,1.91,100,,,https://istsos.org/v4/v1.1/Observations(402102)/Commit(302),°C
402103,https://istsos.org/v4/v1.1/Observations(402103),https://istsos.org/v4/v1.1/Observations(402103)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402103)/Datastream,2023-01-01T01:10:00Z,2023-01-01T01:10:00Z,1.94,100,,,https://istsos.org/v4/v1.1/Observations(402103)/Commit(302),°C
402104,https://istsos.org/v4/v1.1/Observations(402104),https://istsos.org/v4/v1.1/Observations(402104)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402104)/Datastream,2023-01-01T01:20:00Z,2023-01-01T01:20:00Z,1.99,100,,,https://istsos.org/v4/v1.1/Observations(402104)/Commit(302),°C
402105,https://istsos.org/v4/v1.1/Observations(402105),https://istsos.org/v4/v1.1/Observations(402105)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402105)/Datastream,2023-01-01T01:30:00Z,2023-01-01T01:30:00Z,2.06,100,,,https://istsos.org/v4/v1.1/Observations(402105)/Commit(302),°C
402106,https://istsos.org/v4/v1.1/Observations(402106),https://istsos.org/v4/v1.1/Observations(402106)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402106)/Datastream,2023-01-01T01:40:00Z,2023-01-01T01:40:00Z,2.02,100,,,https://istsos.org/v4/v1.1/Observations(402106)/Commit(302),°C
402107,https://istsos.org/v4/v1.1/Observations(402107),https://istsos.org/v4/v1.1/Observations(402107)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402107)/Datastream,2023-01-01T01:50:00Z,2023-01-01T01:50:00Z,1.87,100,,,https://istsos.org/v4/v1.1/Observations(402107)/Commit(302),°C
402108,https://istsos.org/v4/v1.1/Observations(402108),https://istsos.org/v4/v1.1/Observations(402108)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402108)/Datastream,2023-01-01T02:00:00Z,2023-01-01T02:00:00Z,1.91,100,,,https://istsos.org/v4/v1.1/Observations(402108)/Commit(302),°C
402109,https://istsos.org/v4/v1.1/Observations(402109),https://istsos.org/v4/v1.1/Observations(402109)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402109)/Datastream,2023-01-01T02:10:00Z,2023-01-01T02:10:00Z,1.82,100,,,https://istsos.org/v4/v1.1/Observations(402109)/Commit(302),°C
402110,https://istsos.org/v4/v1.1/Observations(402110),https://istsos.org/v4/v1.1/Observations(402110)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402110)/Datastream,2023-01-01T02:20:00Z,2023-01-01T02:20:00Z,1.93,100,,,https://istsos.org/v4/v1.1/Observations(402110)/Commit(302),°C
402111,https://istsos.org/v4/v1.1/Observations(402111),https://istsos.org/v4/v1.1/Observations(402111)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402111)/Datastream,2023-01-01T02:30:00Z,2023-01-01T02:30:00Z,1.52,100,,,https://istsos.org/v4/v1.1/Observations(402111)/Commit(302),°C
402112,https://istsos.org/v4/v1.1/Observations(402112),https://istsos.org/v4/v1.1/Observations(402112)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402112)/Datastream,2023-01-01T02:40:00Z,2023-01-01T02:40:00Z,1.5,100,,,https://istsos.org/v4/v1.1/Observations(402112)/Commit(302),°C
402113,https://istsos.org/v4/v1.1/Observations(402113),https://istsos.org/v4/v1.1/Observations(402113)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402113)/Datastream,2023-01-01T02:50:00Z,2023-01-01T02:50:00Z,1.65,100,,,https://istsos.org/v4/v1.1/Observations(402113)/Commit(302),°C
402114,https://istsos.org/v4/v1.1/Observations(402114),https://istsos.org/v4/v1.1/Observations(402114)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402114)/Datastream,2023-01-01T03:00:00Z,2023-01-01T03:00:00Z,1.71,100,,,https://istsos.org/v4/v1.1/Observations(402114)/Commit(302),°C
402115,https://istsos.org/v4/v1.1/Observations(402115),https://istsos.org/v4/v1.1/Observations(402115)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402115)/Datastream,2023-01-01T03:10:00Z,2023-01-01T03:10:00Z,1.68,100,,,https://istsos.org/v4/v1.1/Observations(402115)/Commit(302),°C
402116,https://istsos.org/v4/v1.1/Observations(402116),https://istsos.org/v4/v1.1/Observations(402116)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402116)/Datastream,2023-01-01T03:20:00Z,2023-01-01T03:20:00Z,1.83,100,,,https://istsos.org/v4/v1.1/Observations(402116)/Commit(302),°C
402117,https://istsos.org/v4/v1.1/Observations(402117),https://istsos.org/v4/v1.1/Observations(402117)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402117)/Datastream,2023-01-01T03:30:00Z,2023-01-01T03:30:00Z,1.8,100,,,https://istsos.org/v4/v1.1/Observations(402117)/Commit(302),°C
402118,https://istsos.org/v4/v1.1/Observations(402118),https://istsos.org/v4/v1.1/Observations(402118)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402118)/Datastream,2023-01-01T03:40:00Z,2023-01-01T03:40:00Z,1.83,100,,,https://istsos.org/v4/v1.1/Observations(402118)/Commit(302),°C
402119,https://istsos.org/v4/v1.1/Observations(402119),https://istsos.org/v4/v1.1/Observations(402119)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402119)/Datastream,2023-01-01T03:50:00Z,2023-01-01T03:50:00Z,1.8,100,,,https://istsos.org/v4/v1.1/Observations(402119)/Commit(302),°C
402120,https://istsos.org/v4/v1.1/Observations(402120),https://istsos.org/v4/v1.1/Observations(402120)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402120)/Datastream,2023-01-01T04:00:00Z,2023-01-01T04:00:00Z,1.72,100,,,https://istsos.org/v4/v1.1/Observations(402120)/Commit(302),°C
402121,https://istsos.org/v4/v1.1/Observations(402121),https://istsos.org/v4/v1.1/Observations(402121)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402121)/Datastream,2023-01-01T04:10:00Z,2023-01-01T04:10:00Z,1.58,100,,,https://istsos.org/v4/v1.1/Observations(402121)/Commit(302),°C
402122,https://istsos.org/v4/v1.1/Observations(402122),https://istsos.org/v4/v1.1/Observations(402122)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402122)/Datastream,2023-01-01T04:20:00Z,2023-01-01T04:20:00Z,1.84,100,,,https://istsos.org/v4/v1.1/Observations(402122)/Commit(302),°C
402123,https://istsos.org/v4/v1.1/Observations(402123),https://istsos.org/v4/v1.1/Observations(402123)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402123)/Datastream,2023-01-01T04:30:00Z,2023-01-01T04:30:00Z,1.78,100,,,https://istsos.org/v4/v1.1/Observations(402123)/Commit(302),°C
402124,https://istsos.org/v4/v1.1/Observations(402124),https://istsos.org/v4/v1.1/Observations(402124)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402124)/Datastream,2023-01-01T04:40:00Z,2023-01-01T04:40:00Z,1.7,100,,,https://istsos.org/v4/v1.1/Observations(402124)/Commit(302),°C
402125,https://istsos.org/v4/v1.1/Observations(402125),https://istsos.org/v4/v1.1/Observations(402125)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402125)/Datastream,2023-01-01T04:50:00Z,2023-01-01T04:50:00Z,1.9,100,,,https://istsos.org/v4/v1.1/Observations(402125)/Commit(302),°C
402126,https://istsos.org/v4/v1.1/Observations(402126),https://istsos.org/v4/v1.1/Observations(402126)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402126)/Datastream,2023-01-01T05:00:00Z,2023-01-01T05:00:00Z,1.68,100,,,https://istsos.org/v4/v1.1/Observations(402126)/Commit(302),°C
402127,https://istsos.org/v4/v1.1/Observations(402127),https://istsos.org/v4/v1.1/Observations(402127)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402127)/Datastream,2023-01-01T05:10:00Z,2023-01-01T05:10:00Z,1.93,100,,,https://istsos.org/v4/v1.1/Observations(402127)/Commit(302),°C
402128,https://istsos.org/v4/v1.1/Observations(402128),https://istsos.org/v4/v1.1/Observations(402128)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402128)/Datastream,2023-01-01T05:20:00Z,2023-01-01T05:20:00Z,1.76,100,,,https://istsos.org/v4/v1.1/Observations(402128)/Commit(302),°C
402129,https://istsos.org/v4/v1.1/Observations(402129),https://istsos.org/v4/v1.1/Observations(402129)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402129)/Datastream,2023-01-01T05:30:00Z,2023-01-01T05:30:00Z,2.01,100,,,https://istsos.org/v4/v1.1/Observations(402129)/Commit(302),°C
402130,https://istsos.org/v4/v1.1/Observations(402130),https://istsos.org/v4/v1.1/Observations(402130)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402130)/Datastream,2023-01-01T05:40:00Z,2023-01-01T05:40:00Z,1.95,100,,,https://istsos.org/v4/v1.1/Observations(402130)/Commit(302),°C
402131,https://istsos.org/v4/v1.1/Observations(402131),https://istsos.org/v4/v1.1/Observations(402131)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402131)/Datastream,2023-01-01T05:50:00Z,2023-01-01T05:50:00Z,1.98,100,,,https://istsos.org/v4/v1.1/Observations(402131)/Commit(302),°C
402132,https://istsos.org/v4/v1.1/Observations(402132),https://istsos.org/v4/v1.1/Observations(402132)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402132)/Datastream,2023-01-01T06:00:00Z,2023-01-01T06:00:00Z,1.78,100,,,https://istsos.org/v4/v1.1/Observations(402132)/Commit(302),°C
402133,https://istsos.org/v4/v1.1/Observations(402133),https://istsos.org/v4/v1.1/Observations(402133)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402133)/Datastream,2023-01-01T06:10:00Z,2023-01-01T06:10:00Z,2.06,100,,,https://istsos.org/v4/v1.1/Observations(402133)/Commit(302),°C
402134,https://istsos.org/v4/v1.1/Observations(402134),https://istsos.org/v4/v1.1/Observations(402134)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402134)/Datastream,2023-01-01T06:20:00Z,2023-01-01T06:20:00Z,2.07,100,,,https://istsos.org/v4/v1.1/Observations(402134)/Commit(302),°C
402135,https://istsos.org/v4/v1.1/Observations(402135),https://istsos.org/v4/v1.1/Observations(402135)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402135)/Datastream,2023-01-01T06:30:00Z,2023-01-01T06:30:00Z,2.24,100,,,https://istsos.org/v4/v1.1/Observations(402135)/Commit(302),°C
402136,https://istsos.org/v4/v1.1/Observations(402136),https://istsos.org/v4/v1.1/Observations(402136)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402136)/Datastream,2023-01-01T06:40:00Z,2023-01-01T06:40:00Z,2.09,100,,,https://istsos.org/v4/v1.1/Observations(402136)/Commit(302),°C
402137,https://istsos.org/v4/v1.1/Observations(402137),https://istsos.org/v4/v1.1/Observations(402137)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402137)/Datastream,2023-01-01T06:50:00Z,2023-01-01T06:50:00Z,2.17,100,,,https://istsos.org/v4/v1.1/Observations(402137)/Commit(302),°C
402138,https://istsos.org/v4/v1.1/Observations(402138),https://istsos.org/v4/v1.1/Observations(402138)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402138)/Datastream,2023-01-01T07:00:00Z,2023-01-01T07:00:00Z,2.23,100,,,https://istsos.org/v4/v1.1/Observations(402138)/Commit(302),°C
402139,https://istsos.org/v4/v1.1/Observations(402139),https://istsos.org/v4/v1.1/Observations(402139)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402139)/Datastream,2023-01-01T07:10:00Z,2023-01-01T07:10:00Z,2.14,100,,,https://istsos.org/v4/v1.1/Observations(402139)/Commit(302),°C
402140,https://istsos.org/v4/v1.1/Observations(402140),https://istsos.org/v4/v1.1/Observations(402140)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402140)/Datastream,2023-01-01T07:20:00Z,2023-01-01T07:20:00Z,2.35,100,,,https://istsos.org/v4/v1.1/Observations(402140)/Commit(302),°C
402141,https://istsos.org/v4/v1.1/Observations(402141),https://istsos.org/v4/v1.1/Observations(402141)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402141)/Datastream,2023-01-01T07:30:00Z,2023-01-01T07:30:00Z,2.35,100,,,https://istsos.org/v4/v1.1/Observations(402141)/Commit(302),°C
402142,https://istsos.org/v4/v1.1/Observations(402142),https://istsos.org/v4/v1.1/Observations(402142)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402142)/Datastream,2023-01-01T07:40:00Z,2023-01-01T07:40:00Z,2.46,100,,,https://istsos.org/v4/v1.1/Observations(402142)/Commit(302),°C
402143,https://istsos.org/v4/v1.1/Observations(402143),https://istsos.org/v4/v1.1/Observations(402143)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402143)/Datastream,2023-01-01T07:50:00Z,2023-01-01T07:50:00Z,2.43,100,,,https://istsos.org/v4/v1.1/Observations(402143)/Commit(302),°C
402144,https://istsos.org/v4/v1.1/Observations(402144),https://istsos.org/v4/v1.1/Observations(402144)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402144)/Datastream,2023-01-01T08:00:00Z,2023-01-01T08:00:00Z,2.47,100,,,https://istsos.org/v4/v1.1/Observations(402144)/Commit(302),°C
402145,https://istsos.org/v4/v1.1/Observations(402145),https://istsos.org/v4/v1.1/Observations(402145)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402145)/Datastream,2023-01-01T08:10:00Z,2023-01-01T08:10:00Z,2.45,100,,,https://istsos.org/v4/v1.1/Observations(402145)/Commit(302),°C
402146,https://istsos.org/v4/v1.1/Observations(402146),https://istsos.org/v4/v1.1/Observations(402146)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402146)/Datastream,2023-01-01T08:20:00Z,2023-01-01T08:20:00Z,2.41,100,,,https://istsos.org/v4/v1.1/Observations(402146)/Commit(302),°C
402147,https://istsos.org/v4/v1.1/Observations(402147),https://istsos.org/v4/v1.1/Observations(402147)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402147)/Datastream,2023-01-01T08:30:00Z,2023-01-01T08:30:00Z,2.62,100,,,https://istsos.org/v4/v1.1/Observations(402147)/Commit(302),°C
402148,https://istsos.org/v4/v1.1/Observations(402148),https://istsos.org/v4/v1.1/Observations(402148)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402148)/Datastream,2023-01-01T08:40:00Z,2023-01-01T08:40:00Z,2.76,100,,,https://istsos.org/v4/v1.1/Observations(402148)/Commit(302),°C
402149,https://istsos.org/v4/v1.1/Observations(402149),https://istsos.org/v4/v1.1/Observations(402149)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402149)/Datastream,2023-01-01T08:50:00Z,2023-01-01T08:50:00Z,2.84,100,,,https://istsos.org/v4/v1.1/Observations(402149)/Commit(302),°C
402150,https://istsos.org/v4/v1.1/Observations(402150),https://istsos.org/v4/v1.1/Observations(402150)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402150)/Datastream,2023-01-01T09:00:00Z,2023-01-01T09:00:00Z,2.86,100,,,https://istsos.org/v4/v1.1/Observations(402150)/Commit(302),°C
402151,https://istsos.org/v4/v1.1/Observations(402151),https://istsos.org/v4/v1.1/Observations(402151)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402151)/Datastream,2023-01-01T09:10:00Z,2023-01-01T09:10:00Z,3.02,100,,,https://istsos.org/v4/v1.1/Observations(402151)/Commit(302),°C
402152,https://istsos.org/v4/v1.1/Observations(402152),https://istsos.org/v4/v1.1/Observations(402152)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402152)/Datastream,2023-01-01T09:20:00Z,2023-01-01T09:20:00Z,3.0,100,,,https://istsos.org/v4/v1.1/Observations(402152)/Commit(302),°C
402153,https://istsos.org/v4/v1.1/Observations(402153),https://istsos.org/v4/v1.1/Observations(402153)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402153)/Datastream,2023-01-01T09:30:00Z,2023-01-01T09:30:00Z,3.17,100,,,https://istsos.org/v4/v1.1/Observations(402153)/Commit(302),°C
402154,https://istsos.org/v4/v1.1/Observations(402154),https://istsos.org/v4/v1.1/Observations(402154)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402154)/Datastream,2023-01-01T09:40:00Z,2023-01-01T09:40:00Z,3.34,100,,,https://istsos.org/v4/v1.1/Observations(402154)/Commit(302),°C
402155,https://istsos.org/v4/v1.1/Observations(402155),https://istsos.org/v4/v1.1/Observations(402155)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402155)/Datastream,2023-01-01T09:50:00Z,2023-01-01T09:50:00Z,3.32,100,,,https://istsos.org/v4/v1.1/Observations(402155)/Commit(302),°C
402156,https://istsos.org/v4/v1.1/Observations(402156),https://istsos.org/v4/v1.1/Observations(402156)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402156)/Datastream,2023-01-01T10:00:00Z,2023-01-01T10:00:00Z,3.49,100,,,https://istsos.org/v4/v1.1/Observations(402156)/Commit(302),°C
402157,https://istsos.org/v4/v1.1/Observations(402157),https://istsos.org/v4/v1.1/Observations(402157)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402157)/Datastream,2023-01-01T10:10:00Z,2023-01-01T10:10:00Z,3.46,100,,,https://istsos.org/v4/v1.1/Observations(402157)/Commit(302),°C
402158,https://istsos.org/v4/v1.1/Observations(402158),https://istsos.org/v4/v1.1/Observations(402158)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402158)/Datastream,2023-01-01T10:20:00Z,2023-01-01T10:20:00Z,3.55,100,,,https://istsos.org/v4/v1.1/Observations(402158)/Commit(302),°C
402159,https://istsos.org/v4/v1.1/Observations(402159),https://istsos.org/v4/v1.1/Observations(402159)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402159)/Datastream,2023-01-01T10:30:00Z,2023-01-01T10:30:00Z,3.53,100,,,https://istsos.org/v4/v1.1/Observations(402159)/Commit(302),°C
402160,https://istsos.org/v4/v1.1/Observations(402160),https://istsos.org/v4/v1.1/Observations(402160)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402160)/Datastream,2023-01-01T10:40:00Z,2023-01-01T10:40:00Z,3.58,100,,,https://istsos.org/v4/v1.1/Observations(402160)/Commit(302),°C
402161,https://istsos.org/v4/v1.1/Observations(402161),https://istsos.org/v4/v1.1/Observations(402161)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402161)/Datastream,2023-01-01T10:50:00Z,2023-01-01T10:50:00Z,3.56,100,,,https://istsos.org/v4/v1.1/Observations(402161)/Commit(302),°C
402162,https://istsos.org/v4/v1.1/Observations(402162),https://istsos.org/v4/v1.1/Observations(402162)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402162)/Datastream,2023-01-01T11:00:00Z,2023-01-01T11:00:00Z,3.71,100,,,https://istsos.org/v4/v1.1/Observations(402162)/Commit(302),°C
402163,https://istsos.org/v4/v1.1/Observations(402163),https://istsos.org/v4/v1.1/Observations(402163)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402163)/Datastream,2023-01-01T11:10:00Z,2023-01-01T11:10:00Z,3.7,100,,,https://istsos.org/v4/v1.1/Observations(402163)/Commit(302),°C
402164,https://istsos.org/v4/v1.1/Observations(402164),https://istsos.org/v4/v1.1/Observations(402164)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402164)/Datastream,2023-01-01T11:20:00Z,2023-01-01T11:20:00Z,3.76,100,,,https://istsos.org/v4/v1.1/Observations(402164)/Commit(302),°C
402165,https://istsos.org/v4/v1.1/Observations(402165),https://istsos.org/v4/v1.1/Observations(402165)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402165)/Datastream,2023-01-01T11:30:00Z,2023-01-01T11:30:00Z,3.84,100,,,https://istsos.org/v4/v1.1/Observations(402165)/Commit(302),°C
402166,https://istsos.org/v4/v1.1/Observations(402166),https://istsos.org/v4/v1.1/Observations(402166)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402166)/Datastream,2023-01-01T11:40:00Z,2023-01-01T11:40:00Z,3.73,100,,,https://istsos.org/v4/v1.1/Observations(402166)/Commit(302),°C
402167,https://istsos.org/v4/v1.1/Observations(402167),https://istsos.org/v4/v1.1/Observations(402167)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402167)/Datastream,2023-01-01T11:50:00Z,2023-01-01T11:50:00Z,3.95,100,,,https://istsos.org/v4/v1.1/Observations(402167)/Commit(302),°C
402168,https://istsos.org/v4/v1.1/Observations(402168),https://istsos.org/v4/v1.1/Observations(402168)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402168)/Datastream,2023-01-01T12:00:00Z,2023-01-01T12:00:00Z,3.9,100,,,https://istsos.org/v4/v1.1/Observations(402168)/Commit(302),°C
402169,https://istsos.org/v4/v1.1/Observations(402169),https://istsos.org/v4/v1.1/Observations(402169)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402169)/Datastream,2023-01-01T12:10:00Z,2023-01-01T12:10:00Z,3.91,100,,,https://istsos.org/v4/v1.1/Observations(402169)/Commit(302),°C
402170,https://istsos.org/v4/v1.1/Observations(402170),https://istsos.org/v4/v1.1/Observations(402170)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402170)/Datastream,2023-01-01T12:20:00Z,2023-01-01T12:20:00Z,3.75,100,,,https://istsos.org/v4/v1.1/Observations(402170)/Commit(302),°C
402171,https://istsos.org/v4/v1.1/Observations(402171),https://istsos.org/v4/v1.1/Observations(402171)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402171)/Datastream,2023-01-01T12:30:00Z,2023-01-01T12:30:00Z,3.73,100,,,https://istsos.org/v4/v1.1/Observations(402171)/Commit(302),°C
402172,https://istsos.org/v4/v1.1/Observations(402172),https://istsos.org/v4/v1.1/Observations(402172)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402172)/Datastream,2023-01-01T12:40:00Z,2023-01-01T12:40:00Z,3.76,100,,,https://istsos.org/v4/v1.1/Observations(402172)/Commit(302),°C
402173,https://istsos.org/v4/v1.1/Observations(402173),https://istsos.org/v4/v1.1/Observations(402173)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402173)/Datastream,2023-01-01T12:50:00Z,2023-01-01T12:50:00Z,3.68,100,,,https://istsos.org/v4/v1.1/Observations(402173)/Commit(302),°C
402174,https://istsos.org/v4/v1.1/Observations(402174),https://istsos.org/v4/v1.1/Observations(402174)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402174)/Datastream,2023-01-01T13:00:00Z,2023-01-01T13:00:00Z,3.71,100,,,https://istsos.org/v4/v1.1/Observations(402174)/Commit(302),°C
402175,https://istsos.org/v4/v1.1/Observations(402175),https://istsos.org/v4/v1.1/Observations(402175)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402175)/Datastream,2023-01-01T13:10:00Z,2023-01-01T13:10:00Z,3.65,100,,,https://istsos.org/v4/v1.1/Observations(402175)/Commit(302),°C
402176,https://istsos.org/v4/v1.1/Observations(402176),https://istsos.org/v4/v1.1/Observations(402176)/FeatureOfInterest,https://istsos.org/v4/v1.1/Observations(402176)/Datastream,2023-01-01T13:20:00Z,2023-01-01T13:20:00Z,3.71,100,,,https://istsos.org/v4/v1.1/Observations(402176)/Commit(302),°C
